company_codes,desc,industry_codes,publication_date,region_codes,title
",onlnfr,onlnfr,","(This story has been posted on The Wall Street Journal Online's China Real Time Report blog at http://blogs.wsj.com/chinarealtime.)

Wen Cuts Target for Growth : Premier Wen Jiabao said China aims to deliver economic growth of 7.5% this year, a strong signal that authorities have priorities more important than rapid development. (Free)",",iint,imed,isocial,",1330996712348,",china,usa,usca,usw,apacz,asiaz,bric,chinaz,devgcoz,dvpcoz,easiaz,namz,","WSJ BLOG/China Real Time: Top China Stories from WSJ: Growth Targets Trimmed, Property Prices Get Squeezed"
",twnit,","(This story has been posted on The Wall Street Journal Online's India Real Time Report blog at blogs.wsj.com/indiarealtime.)

By Amol Sharma",",iint,imed,isocial,",1304684381020,",pakis,india,ndelh,delhi,asiaz,bric,devgcoz,dvpcoz,indsubz,sasiaz,easiaz,apacz,",WSJ BLOG/India Real Time: Pakistan's Twitter Diplomacy on Journalist Visas
",lvgsoc,lvgsoc,","Website seeks listing

LivingSocial, the second-largest website devoted to daily coupons, is selecting investment banks for an initial public offering that may value the company at $US10 billion to $US15 billion, according to a person with direct knowledge of the talks. The company had had talks with Barclays, JPMorgan Chase & Co and Allen & Co to lead the IPO, the source said. Bloomberg",",iint,imed,isocial,",1309478400000,",austr,apacz,ausnz,",Fast Facts
",onlnfr,onlnfr,","HARRISBURG. A Facebook group with more than 620 members is trying to persuade Harrisburg administrators to keep the city's annual holiday parade, which was canceled due to lack of sponsors.

The group, Help Save the 2011 Harrisburg Holiday Parade, states it would like to present a list of 1,000 members to administrators today.",",iint,imed,isocial,",1319414400000,",uspa,namz,usa,use,",Facebook group shows support for parade
",onlnfr,onlnfr,","WASHINGTON, April 20 (Xinhua) -- The following are major news items in leading U.S. newspapers on Wednesday:

The Washington Post:",",iint,imed,isocial,",1303306630000,",usa,usdc,namz,use,",Major news items in leading U.S. newspapers
",ngeogb,onlnfr,","Andrew Evans, National Geographic Traveler magazine's ""Digital Nomad,"" has embarked on a trans-Atlantic journey from South America's Cape Horn to Africa's Cape of Good Hope.

According to a release, for the next five weeks, Evans will tweet, blog, vlog and ""Instagram"" his travels on National Geographic.com's Digital Nomad blog, his Twitter feed and his ""Where's Andrew"" Facebook page.",",isocial,iint,imed,",1332115200000,",usa,namz,",National Geographic's 'Digital Nomad' Embarks on Trans-Atlantic 'Cape-to-Cape' Adventure
",twnit,","A former Welsh mayor became the first Briton to be ordered to pay libel damages over a Twitter entry after a political rival sued him in the high court, a report said on Saturday.

Colin Elsbury, a former mayor in the south Wales town of Caerphilly had tweeted ahead of a council election that his independent challenger Eddie Talbot had been ""forcibly removed"" from a polling station by police before realising that it was a case of mistaken identity, The Times newspaper said.",",iint,imed,isocial,",1299931578000,",wales,uk,eecz,eurz,weurz,",British court hands down first libel fine for tweet
",onlnfr,onlnfr,","The apparent spat between the Number 10 and Facebook over the Raoul Moat tribute page has poured a little cool water on the Cameron/Zuckerberg love-in. By Jemima Kiss

The apparent spat between the Number 10 and Facebook over the Raoul Moat tribute page has poured a little cool water on the Cameron/Zuckerberg love-in.",",iint,imed,isocial,",1279152000000,",uk,eecz,eurz,weurz,","Facebook: The Raoul Moat episode, and more on the privacy row"
",onlnfr,onlnfr,","A Facebook page has called for mass protests in Syria and in several Western countries against the rule of President Bashar al-Assad.

The organisers of the page, which had 25,000 fans early on Saturday, said the date for demonstrations to be held ""in all Syrian cities"" was being carefully studied and ""will be determined in a few days.""",",iint,imed,isocial,",1298753229000,",syria,asiaz,dvpcoz,meastz,medz,wasiaz,",Calls on Facebook to oust Syria's Assad
,"kcraig@dmreg.com

Details: 3-8 p.m. May 26, Des Moines Social Club, 400 Walnut St., Des Moines.",",isocial,iint,imed,",1305158400000,",usa,usia,namz,usc,",Our event pick: Social Media Love/Hate Affair
",onlnfr,","A young Saudi journalist is facing calls for his execution after tweeting remarks about the Prophet Mohammed, and the kingdom's top clerics are demanding his trial after denouncing him as an ""apostate.""

On the occasion of the Muslim prophet's birthday last week, 23-year-old Hamza Kashgari tweeted: ""I have loved things about you and I have hated things about you and there is a lot I don't understand about you.""",",isocial,iint,imed,",1328814874000,",saarab,asiaz,devgcoz,gulfstz,meastz,wasiaz,",Saudi faces death calls after prophet tweets
",asrgag,ohdoag,onlnfr,onlnfr,","The Area Agency on Aging District 7 (AAA7) has joined the world of social networking recently with the establishment of its own Facebook page where ""fans"" can stay current with the latest news and happenings surrounding the AAA7 and southern Ohio aging network.

Keeping up-to-date with the AAA7 through Facebook is simple. First, you must be signed up with a Facebook account and then ""like"" the AAA7's page, which can be found at www.facebook.com/areaagencyonagingdistrict7.",",iint,imed,isocial,",1316649600000,",usoh,namz,usa,usc,",AAA7 joins Facebook
",onlnfr,onlnfr,","Letters

I FELT I had to write regarding the recent article about the bullying at Sidney Stringer and pupils using social network site Facebook to do this.",",iint,imed,isocial,",1290470400000,",eland,eecz,eurz,uk,weurz,",Bullying on Facebook not school's fault
",onlnfr,onlnfr,ibofc,","HOUSTON (AP) - Four individuals who authorities say bragged on Facebook about robbing a Houston bank have been indicted in the case.

Federal prosecutors say 18-year-old Estefany Danelia Martinez and 19-year-old Anna Margarita Rivera, two former tellers at the International Bank of Commerce, were indicted Wednesday.",",iint,imed,isocial,",1305156714000,",houst,usa,ustx,namz,uss,",4 caught after bragging on Facebook about money indicted for Houston bank robbery
",onlnfr,","Freedom of expression presupposes responsibility

Promoting both freedom of expression and communication and public interest seems a Sisyphean task in Korea.",",isocial,iint,imed,",1322784000000,",skorea,apacz,asiaz,devgcoz,easiaz,",[ed] SNS oversight
",onlnfr,onlnfr,uscia,","McLEAN, Va. — In an anonymous industrial park, CIA analysts who jokingly call themselves the “ninja librarians” are mining the mass of information people publish about themselves overseas, tracking everything from common public opinion to revolutions.

The group’s effort gives the White House a daily snapshot of the world built from tweets, newspaper articles and Facebook updates.",",iint,imed,isocial,",1320537600000,",usa,pakis,usdc,asiaz,devgcoz,dvpcoz,indsubz,namz,sasiaz,use,","CIA tracks revolt by Tweet, Facebook"
",lvgsoc,barc,lvgsoc,onlnfr,pglosp,shuorg,","Live Events NYC Collection Page Kicks Off with the Best Live Experiences for Tri-State Residents


WASHINGTON--(BUSINESS WIRE)--July 12, 2012-- ",",imed,iint,isocial,",1342094520000,",usa,usny,usdc,namz,use,","LivingSocial Raises the Curtain on Live Events in New York -- Expands Premium Offerings to Include Music, Sporting Events, Theater and More"
",onlnfr,twnit,","LANSING, Mich., Aug. 22 -- The Michigan Secretary of State issued the following news release:

Secretary of State Ruth Johnson ( http://www.michigan.gov/sos ) announced today that the Bureau of Elections is launching a Twitter account to alert candidates, committees and those interested in campaign finance of reports detailing campaign contributions and expenditures.",",isocial,iint,imed,",1313971200000,",usa,usmi,namz,usc,","New Campaign Finance Twitter Feed Links Candidates, Committees to Latest News"
",onlnfr,twnit,","LANSING, Mich., Aug. 22 -- The Michigan Secretary of State issued the following news release:

Secretary of State Ruth Johnson ( http://www.michigan.gov/sos ) announced today that the Bureau of Elections is launching a Twitter account to alert candidates, committees and those interested in campaign finance of reports detailing campaign contributions and expenditures.",",isocial,iint,imed,",1313971200000,",usa,usmi,namz,usc,","New Campaign Finance Twitter Feed Links Candidates, Committees to Latest News"
",onlnfr,onlnfr,","The vvillage of Tequesta has created a Facebook page in an effort to reach a broader audience.

The Facebook page supplements the website offerings as an additional tool to reach residents.",",iint,imed,isocial,",1290297600000,",usfl,namz,usa,uss,",Village of Tequesta now on Facebook
",linkd,linkd,","WASHINGTON, March 23 -- LinkedIn Corp. (LNKD), Mountain View, Calif., has filed a Form 4 with the Securities and Exchange Commission noting the change in the beneficial interest held by VP, Secretary and General Counsel Erika Rottenberg, Mountain View.

Between March 20 to March 21 the action involved acquisition of 21,875 shares of stock and disposition of 21,875 shares of stock. Rottenberg now owns 20,329 shares of stock directly.",",iint,imed,isocial,",1332460800000,",usa,usca,usdc,namz,use,usw,",LINKEDIN REPORTS MULTIPLE TRANSACTIONS BY VP ROTTENBERG (California)
",linkd,linkd,","WASHINGTON, March 23 -- LinkedIn Corp. (LNKD), Mountain View, Calif., has filed a Form 4 with the Securities and Exchange Commission noting the change in the beneficial interest held by VP, Secretary and General Counsel Erika Rottenberg, Mountain View.

Between March 20 to March 21 the action involved acquisition of 21,875 shares of stock and disposition of 21,875 shares of stock. Rottenberg now owns 20,329 shares of stock directly.",",iint,imed,isocial,",1332460800000,",usa,usca,usdc,namz,use,usw,",LINKEDIN REPORTS MULTIPLE TRANSACTIONS BY VP ROTTENBERG (California)
",onlnfr,yoinco,usstat,twnit,","Washington, DC — The U.S. Department of announced today the launch of its Turkish-language Twitter account @ABDTurk , joining the Department’s 10 official feeds in Arabic , Chinese , English , Farsi , French , Hindi , Portuguese , Russian , Spanish , and Urdu . These social media accounts serve as a conduit for the U.S. Department of State to inform and engage publics around the world on foreign policy issues.

U.S. Ambassador to the Republic of Turkey Francis J. Ricciardone, Jr. said, “The addition of @ABDTurk to our digital diplomacy at U.S. Mission Turkey underscores the high priority that we place on our relationship with Turkey. We are always seeking to expand the ways in which we can inform and engage with the people of Turkey.”",",isocial,iint,imed,",1327276800000,",usa,turk,china,usdc,apacz,asiaz,balkz,bric,chinaz,devgcoz,dvpcoz,easiaz,eurz,meastz,medz,namz,use,vista,wasiaz,","U.S. Department of State Launches Turkish-Language Twitter Account, @ABDTurk"
",vnu,onlnfr,","(This story has been posted on The Wall Street Journal Online's India Real Time Report blog at blogs.wsj.com/indiarealtime.)

By Nikita Mehta",",isocial,iint,imed,",1306751824132,",asiaz,india,bric,devgcoz,dvpcoz,indsubz,sasiaz,",WSJ BLOG/India Real Time: Social Networks Help Indians Keep Track of Exes
",onlnfr,onlnfr,","Mala Nath and Manual Gonzalez are St. Petersburg High sophomores. Kelsey Fredrickson and Eric Gates are St. Petersburg High seniors. Both couples have been dating for approximately 15 months, and both couples give some credit for their happiness to a third party who comes between them regularly.

Facebook.",",iint,imed,isocial,",1297296000000,",usfl,namz,usa,uss,","ON FACEBOOK, CUPID CAN BE YOUR FRIEND; Some get their romantic start on the social networking site, while others say it helps maintain their relationship."
",onlnfr,onlnfr,","CHILDREN as young as nine in St George and Sutherland Shire are having their identities stolen and used to set up fake profiles on the Facebook social media site.

The Leader has learned that at least one shire parent has taken police action after being told the identity of their daughter and her friend were stolen.",",isocial,iint,imed,",1318809600000,",austr,apacz,ausnz,",Facebook fraud
",onlnfr,onlnfr,","YARRA Ranges churches are turning to technology such as Facebook and Twitter to spread their message.

Salvation Army Healesville envoy Graeme Mawson is a keen Tweeter and said the church's account, followed by 133 ``tweeps'' (followers), was a powerful way to tell people what activities were on in the area.",",iint,imed,isocial,",1305504000000,",austr,apacz,ausnz,",The message is Tweet
",itsvcc,twnit,","KARACHI: Pakistan Tehrik-e-Insaf Chairman Imran Khan has thrown down the gauntlet that he will quit politics if it is proven that his party has been funded by the Inter-Services Intelligence (ISI). Ever since his party's massive rallies in Lahore and Karachi, critics have questioned where the PTI is getting its money from. Many say it is an establishment' darling and is receiving funding from intelligence agencies. ""I will quit politics if proved that the ISI funded PTI (sic),"" Imran wrote on micro-blogging website Twitter on Thursday.",",iint,imed,isocial,",1328227200000,",pakis,asiaz,devgcoz,dvpcoz,indsubz,sasiaz,",Imran says he will quit politics if ISI funds proved
",onlnfr,onlnfr,","A headteacher today denied claims that a Facebook row which led to the suspension of three schoolchildren was sparked by a message of support for British troops in Afghanistan.

The students were given fixed-term exclusions from the Sidney Stringer Academy in Coventry following an argument ""over a girl"", the school said.",",iint,imed,isocial,",1290038400000,",afgh,asiaz,casiaz,dvpcoz,",School denies troop claims in Facebook threats row
",onlnfr,onlnfr,","New Delhi, June. 1 -- An umbrella body of animal protection organisations Wednesday demanded action against a Delhi resident who allegedly killed a dog and uploaded its picture on his Facebook page. ""Ashutosh Kumar Sinha on May 26 posted a photograph of a dead dog on his Facebook page and admitted to killing it. In his own statement on Facebook, he said that he killed the dog as it used to bark too much in the night,"" said Arpan Sharma of the Federation of Indian Animal Protection Organisations (FIAPO). ""When we called him on his mobile phone he told us that he did not kill the dog, but uploaded the picture of a dog which was already dead. However, if you go through his profile and the comments made on the picture, it is crystal clear that Sinha killed that dog,"" he said. According to his Facebook profile, Sinha hails from Patna, but is living in Delhi.",",iint,imed,isocial,",1306886400000,",india,delhi,asiaz,bric,devgcoz,dvpcoz,indsubz,sasiaz,","Man posts dead dog's picture on Facebook, draws flak"
",onlnfr,onlnfr,twnit,","Note to readers: This week's column is written by Heather Neal.

From Facebook, to Twitter, to Foursquare, social media sites are everywhere and full of virtual land mines for our teens.",",iint,imed,isocial,",1332633600000,",usca,namz,usa,usw,",Some tips to protect teens on social media
",onlnfr,onlnfr,","Fri Köpenskap, 13 Oct 2010, online:-

Fontana Food is planning to give away 1,000 packets of feta cheese free of charge via Facebook on Feta Cheese day 15 October. Max Collin at Fontana Food says the aim is to increase awareness of the company's Facebook page, as few people have discovered it, despite the fact that the company is quite active on Facebook.",",iint,imed,isocial,",1287014400000,",swed,eecz,eurz,nordz,scandz,weurz,",Sweden: Fontana wants more Facebook fans by offering free feta cheese
",onlnfr,goog,","Eloqua announced the introduction of its latest suite of social media solutions for the company's marketing automation platform at Dreamforce 2011.

Dreamforce 2011 is an annual cloud computing event held at the Moscone Center in San Francisco, California.",",isocial,iint,imed,",1315699200000,",usa,namz,",Eloqua Introduces Social Media Suite at Dreamforce 2011
",onlnfr,goog,","Eloqua announced the introduction of its latest suite of social media solutions for the company's marketing automation platform at Dreamforce 2011.

Dreamforce 2011 is an annual cloud computing event held at the Moscone Center in San Francisco, California.",",isocial,iint,imed,",1315699200000,",usa,namz,",Eloqua Introduces Social Media Suite at Dreamforce 2011
",onlnfr,onlnfr,","A TEENAGER punched his girlfriend after a row sparked by her Facebook page.

Matthew Lee, 18, was staying at his victim's house when he became suspicious of something on the social networking website.",",iint,imed,isocial,",1297382400000,",uk,eecz,eurz,weurz,",Teenager hit girlfriend after Facebook row
",onlnfr,onlnfr,","Dear Abby: “Unsure Out West” (July 26) felt inadequate because she had no upbeat messages to send to her friends on Facebook. Please tell her she’s not alone.

I attended a prestigious college, but 35 years later I also find myself with no job, in debt, battling depression and dealing with a host of phobias. I read the school’s quarterly magazine and see my peers have great jobs, travel extensively and are happily married. I once sent in “news” that not everyone is so lucky and that I am neither successful nor wealthy. Needless to say, it wasn’t published.",",iint,imed,isocial,",1319068800000,",usa,namz,",Woman struggling to put happy face on Facebook is not alone
",twnit,","Phillips, @datdudebp on Twitter, shares the details of his life – what he eats, when and where he works out – with his nearly 10,000 followers. He mixes in opinions and an occasional inspirational message.

• John Fay's Reds blog",",iint,imed,isocial,",1298246400000,",usa,usoh,namz,usc,","Dusty not crazy about Phillips' Tweeting; GOODYEAR, Ariz. -- If ever there was a Red meant for Twitter, it's Brandon Phillips. Phillips loves to banter and interact with fans. Since joining Twitter in January, he's done that on a daily basis – usually many, many times a day."
",snyco,sundik,homd,onlnfr,yoinco,","Before Lady Gaga instructed us to ""Just Dance,"" David Guetta rethought rap and Deadmau5 sold instrumental electronica to the masses with a cartoon mouse head and DJ cube -- there was Tiësto.

 ",",isocial,iint,imed,",1314921600000,",usa,namz,",Tiesto: The Billboard Cover Story
",snyco,sundik,homd,onlnfr,yoinco,","Before Lady Gaga instructed us to ""Just Dance,"" David Guetta rethought rap and Deadmau5 sold instrumental electronica to the masses with a cartoon mouse head and DJ cube -- there was Tiësto.

 ",",isocial,iint,imed,",1314921600000,",usa,namz,",Tiesto: The Billboard Cover Story
",onlnfr,","<p class=""p1]float: left; padding-right: 15px; padding-bottom: 7px;"" title=""Ford2"" src=""http://media.mediapost.com/images/inline_image/2012/06/26/Karl-Ford2.jpg"" alt=""Ford2"" width=""250"" height=""176"" The automaker, which by now could probably publish a textbook on social-media launch strategies for cars and crossovers, is starting up a new social-focused campaign for the new 2013 Fusion, the third-generation of the vehicle. <p class=""p1]""Random Acts of Fusion"" features TV host and producer Ryan Seacrest. Said Jim Farley, Ford group VP of marketing, in a statement, ""Combining social media, entertainment and unexpected consumer experiences will allow us to connect with audiences through every type of media, introducing Fusion's profile larger than ever."" <p class=""p1]The campaign, like ""Fiesta Movement"" and ""Escape Routes"" before it, uses consumers as evangelists to talk about Ford vehicles to peers through social-media platforms.",",isocial,iint,imed,",1340739060000,",usa,namz,",Ford Launches 'Random Acts of Fusion'
",lvgsoc,ebayus,elarts,elfwlp,goog,grpniu,lvgsoc,mcrost,mtrol,nokia,onlnfr,sonerc,yahcor,","OnePatont Software Limited, an Indian company, announced that it has entered into an exclusive license agreement with Yogesh Rathod for one of the core technologies of USA Patent No. 7,991,764.

The Company said this technology covers core dynamic News Feed (Journal Feed), activity stream, publishing, communication, sharing and real time search engine technology.",",iint,imed,isocial,",1321142400000,",usa,namz,",OnePatont Enters Pact with Yogesh Rathod
",onlnfr,twnit,","(This story has been posted on The Wall Street Journal Online's India Real Time Report blog at blogs.wsj.com/indiarealtime.)

By Shefali Anand",",iint,imed,isocial,",1304426329990,",india,asiaz,bric,devgcoz,dvpcoz,indsubz,sasiaz,easiaz,apacz,",WSJ BLOG/India Real Time: Abbottabad Twitter Hero Unmoved by Fame
",onlnfr,onlnfr,","News

A former Israeli soldier who posted photos on Facebook of herself in uniform smiling beside bound and blindfolded Palestinian prisoners has admitted her actions were ""thoughtless"", but she stopped short of apologising.",",iint,imed,isocial,",1282089600000,",palest,israel,asiaz,devgcoz,dvpcoz,meastz,medz,wasiaz,",Facebook furore after Israeli soldier posts snaps with prisoners
",onlnfr,yoinco,","Advertising and design agency TDA Boulder reported it has teamed with Internet security company Webroot to take the company's tongue-in-cheek ""bad idea protector"" mobile.

In a fresh take on the Social Media Sobriety Test, the Company said that the marketing campaign features mobile apps and a holiday-themed website designed to make one think twice before tweeting, posting or following through on any poor decision one might make after a little too much holiday cheer. New this year, the mobile Holiday Party Sobriety Test apps take people through a number of coordination and cognition tests on their smartphones or tabs (compatible with iOS 5 and Android devices). If scores are low, the app will advise to think twice before making the next move and serve up search results for a nearby cab company based on a phone's geo-location capabilities.",",isocial,iint,imed,",1324598400000,",usa,namz,",TDA Boulder Joins Forces with Webroot to Introduce Social Media Sobriety Test App
",onlnfr,","The  Pittsburgh Business Times is profiling companies participating in the Social Madness competition. We sent over a short questionnaire to each company, and we'll be running them regularly over the first round of the competition. You can vote for your favorites at the Pittsburgh Business Times Social Madness blog.

Company name: Sandler Training by Peak Performance Management Inc.",",isocial,iint,imed,",1339113600000,",uspa,namz,usa,use,",Sandler Training Peak Performance Management
",amnuas,ncsbng,onlnfr,yoinco,","CHICAGO, Oct. 19 -- The National Council of State Boards of Nursing issued the following news release:

The American Nurses Association (ANA) and the National Council of State Boards of Nursing (NCSBN) have mutually endorsed each organization's guidelines for upholding professional boundaries in a social networking environment.",",isocial,iint,imed,",1318982400000,",usa,chico,namz,usc,usil,",ANA and NCSBN Unite to Provide Guidelines on Social Media and Networking for Nurses
",onlnfr,onlnfr,","CHURCH organist John Clapham has been jailed after he had sex with a 15-year-old girl.

The 31-year-old, of Berwick Road, Sneyd Green, met the schoolgirl on social networking site Facebook.",",iint,imed,isocial,",1298073600000,",eland,eecz,eurz,uk,weurz,","'Lonely' organist had sex with girl; Man, 31, jailed after meeting 15-year-old on Facebook"
",myspae,specni,","Songtrust announced a new partnership with Myspace Music to bring Songtrust's music publishing management services to Myspace Music's audience of DIY songwriters and bands.

According to a release, Songtrust is an online rights management solution that enables all songwriters to take control of their music publishing and related rights. By streamlining the complex process of registering song copyrights, collecting royalties, and maximizing licensing opportunities, Songtrust enables independent songwriters to track how and where their songs are being used around the world.",",iint,imed,isocial,",1298678400000,",usa,namz,",Songtrust Partners with Myspace Music
",myspae,specni,","Songtrust announced a new partnership with Myspace Music to bring Songtrust's music publishing management services to Myspace Music's audience of DIY songwriters and bands.

According to a release, Songtrust is an online rights management solution that enables all songwriters to take control of their music publishing and related rights. By streamlining the complex process of registering song copyrights, collecting royalties, and maximizing licensing opportunities, Songtrust enables independent songwriters to track how and where their songs are being used around the world.",",iint,imed,isocial,",1298678400000,",usa,namz,",Songtrust Partners with Myspace Music
",onlnfr,","By James Pilcher

jpilcher@enquirer.com",",isocial,iint,imed,",1248825600000,",usoh,namz,usa,usc,",Bengals players see big benefits in social media; SPORTS MARKETING
",goog,mcrost,onlnfr,","Greensboro, NC, January 25, 2012 --(PR.com)-- BEM, a leader in the convergence of interactive customer experiences, strategic marketing initiatives and powerful information technologies for business success, announces its BEM Education Center seminars through May 2012. BEM's seminars offer practical insights for busy professionals on the latest Internet, technology and marketing developments most impacting business success today.

To register for BEM Education Center seminars, you may register online or call 336.851.0040, X 219 for more information. All of the following seminars are held at the BEM Education Center at 416 Gallimore Dairy Road, Suite N, in Greensboro.",",isocial,iint,imed,",1327449600000,",usa,namz,",BEM Announces Its Education Center Seminars for the First Half of 2012.
",goog,mcrost,onlnfr,","Greensboro, NC, January 25, 2012 --(PR.com)-- BEM, a leader in the convergence of interactive customer experiences, strategic marketing initiatives and powerful information technologies for business success, announces its BEM Education Center seminars through May 2012. BEM's seminars offer practical insights for busy professionals on the latest Internet, technology and marketing developments most impacting business success today.

To register for BEM Education Center seminars, you may register online or call 336.851.0040, X 219 for more information. All of the following seminars are held at the BEM Education Center at 416 Gallimore Dairy Road, Suite N, in Greensboro.",",isocial,iint,imed,",1327449600000,",usa,namz,",BEM Announces Its Education Center Seminars for the First Half of 2012.
,"Although each complaint will be considered on a case-by-case basis, the Election Commission has asked people to be careful not to violate election laws, especially through social media.

MP candidates and supporters are prohibited from posting messages to draw votes from 6pm on July 2, the day before the election, until the ballot is closed.",",isocial,iint,imed,",1305158400000,",thail,apacz,asiaz,devgcoz,dvpcoz,seasiaz,",EC issues social-media election warning
",nptvzy,onlnfr,onlnfr,","(This story has been posted on The Wall Street Journal Online's Tech Europe blog at http://blogs.wsj.com/tech-europe.)

By Ben Rooney",",iint,imed,isocial,",1342178940000,",fra,cana,eurz,usa,usca,usw,eecz,medz,namz,weurz,",WSJ BLOG/Tech Europe: French Start-Ups Worry About Hollande's Priorities
",nptvzy,onlnfr,onlnfr,","(This story has been posted on The Wall Street Journal Online's Tech Europe blog at http://blogs.wsj.com/tech-europe.)

By Ben Rooney",",iint,imed,isocial,",1342178940000,",fra,cana,eurz,usa,usca,usw,eecz,medz,namz,weurz,",WSJ BLOG/Tech Europe: French Start-Ups Worry About Hollande's Priorities
",bmbsrs,onlnfr,onlnfr,","(This story has been posted on The Wall Street Journal Online's Tech Europe blog at http://blogs.wsj.com/tech-europe.)

By Ben Rooney",",isocial,imed,iint,",1342178967507,",uk,usa,usca,usw,eecz,eurz,namz,weurz,",WSJ BLOG/Tech Europe: A Way to Post and Tweet From Beyond the Grave
",onlnfr,","LSE head quits over links to Gaddafi

The head of LSE has quit over links to Gaddafi. University director Howard Davies resigned after fresh allegations over links to the Libyan regime. He said he was responsible for LSE's reputation, which had suffered.",",isocial,iint,imed,",1299196800000,",libya,africaz,dvpcoz,meastz,medz,nafrz,",Cribsheet 04.03.11
",onlnfr,onlnfr,","The Bay of Plenty Times Weekend asked readers on Facebook what entertainment they would like to see at Mount Maunganui over the New Year period:

Richshea Mae Webster: ``Sand bar.!!!''",",iint,imed,isocial,",1317427200000,",nz,apacz,ausnz,",Facebook
",onlnfr,onlnfr,twnit,","Erado, a compliance and archiving firm in electronic communication, was recognized as a ""Cool Vendor"" in Gartner's ""Cool Vendors in Application and Data Protection"" by Gartner analyst Andrew Walls.

According to a release, Erado is recognized as a ""Cool Vendor"" for its social media archiving application. It captures all social media activity at sites such as LinkedIn, Facebook, and Twitter. The application is downloaded at the social media site and runs in the user profile, allowing access to all activity and content associated with the profile. The user content is then delivered to Erado's hosted archiving service or to the client's own archiving solution.",",iint,imed,isocial,",1336348800000,",usa,namz,",Erado Garners Recognition as a Cool Vendor for 2012
",onlnfr,onlnfr,","(This story has been posted on The Wall Street Journal Online's India Real Time Report blog at http://blogs.wsj.com/indiarealtime.)

By Amit Agarwal",",iint,imed,isocial,",1337225423654,",india,usa,usca,usw,asiaz,bric,devgcoz,dvpcoz,indsubz,namz,sasiaz,",WSJ BLOG/India Real Time: Tech Journal: Protecting Yourself from Plagiarism
",twnit,","New York, May 22 -- Singer Pink lashed out at Chris Brown for blatantly lipsyncing during his onstage performance at the Billboard Music Awards last weekend. The 23-year-old R&B singer took to the stage at Sunday night's Awards, but it didn't take long for fans and celebrities alike to call him out for his pronounced lip synching. Pink led Brown bashing pack on the social network website Twitter. 'One day if I lipsync i hope i do it as well as him...' the New York Daily News quoted her as tweeting after witnessing Brown mouth his way through his hit 'Turn Up the Music.' Later, she shared a few more of her thoughts with her fans. 'Oh my lord, its so easy...its so damn easy,' she commented. 'Keep it coming people, this is some good reading...' she wrote. The act featured Brown and several bikers riding glow-in-the-dark bikes on a giant ramp onstage. Pink's husband, motorcycle racer Carey Hart, also had a few words of his own to add to the conversation.",",iint,imed,isocial,",1337644800000,",usa,usny,namz,use,",Pink slams Chris Brown for lipsynching
",renrzn,onlnfr,","BEIJING - The innocent charm of a talking robot proved irresistible to many - but what they talked about proved too much for the automated servant.

An online chatting robot named Xiaotu on the website of Tsinghua University's library had to suspend services during the winter vacation because too many visitors wanted to talk to it about weird and wonderful matters unrelated to library services.",",iint,imed,isocial,",1330300800000,,University's talking robot silenced by bad language
",ofcom,onlnfr,onlnfr,","London, — New Participation TV platform App:Play has launched allowing broadcasters and other media publishers to rapidly deploy Participation TV apps on social networks including Facebook, Twitter and over 95% of internet enabled mobile phones. It is the first multi-channel platform designed specifically for delivering video content on these channels and supports a number of Participation TV formats including quizzes, gameshows, polling and voting.

App:Play enables broadcasters to use real-time or pre-recorded media content and integrates seamlessly with a range of payment options including Facebook Credits, multiple In-App Purchase and traditional premium rate SMS and telephony. The entirely customisable platform includes a range of producer tools, full management reporting functionality and a suite of mobile and social apps.",",imed,iint,isocial,",1305763200000,",uk,eecz,eurz,weurz,","App:Play launches first social & mobile Participation TV platform for global broadcasters & publishers; Fully customisable white label platform includes ability to commercialise content through real-time streaming; Delivers Participation TV formats, from quizzes & gameshows to polling and voting, via apps across mobile and Facebook"
",onlnfr,onlnfr,","Nov. 01--CHANDLER.jpgView full sizeYamhill County JailMichael Dale Chandler Four McMinnville adults will be arraigned today in Yahmill County Circuit Court on numerous criminal charges for encouraging two nine-year old boys to fight in a video that was posted on Facebook.

The video was seen on Facebook by someone in Pennsylvania, who then called the McMinnville Police Department on October 17. Police said as the two boys violently fought each other, several adults could be heard in the background encouraging them to keep fighting.",",iint,imed,isocial,",1288569600000,",usor,namz,usa,usw,",Four McMinnville adults to be arraigned for encouraging two nine-year-old boys to fight on video posted on Facebook
",houzzi,houzzi,","Feb. 21--PILLOW TALK: Having scoured the land for the right pillows for the right price in the right size, I can relate to Laura at Houzz and thank her for the pillow reconnaissance: ""Pillows are often the perfect finishing touch in a room, but it can be frustrating to track down just the right one. This month, I have rounded up my top ten sources for pillows to complement any space, whether you prefer fancy decorator fabrics, shabby chic or soulful '70s style.""

OBJECT OPENS IN SEATTLE: News from New York is there's news in Seattle: ""Charlie Schuck, a photographer, opened Object in Seattle last year after hosting pop-up stores in his studio loft to sell the work of local designers. ""My idea was to create a Northwest-centered design store without overtly saying, 'This is the Northwest,' "" Mr. Schuck, 34, explained.""",",iint,imed,isocial,",1329782400000,",usa,seattl,namz,usw,uswa,",Interior design news & notes: Pillow finder; new store in Seattle; and one fabulous kitchen
